movie_id,movie_name,year,genre,description,director,star
tt0023092,The King Murder,1932,Crime,"A beautiful blonde makes a career of seducing, then blackmailing, wealthy married men. She is found murdered after demanding a $5000 payoff from her latest victim, and the detective ...                See full summary »",Richard Thorpe,"Conway Tearle, 
Natalie Moorhead, 
Marceline Day, 
Dorothy Revier"
tt0182703,American Chinatown,1995,Thriller,"Yong is a member of a gang led by Eric. Yong had been raised by Eric since he left the orphanage. A martial arts fighter, Yong helps rescue Lily one day. She has an interest in her but his ...                See full summary »",Woo-sang Park,"Tae-Joon Lee, 
Robert Z'Dar, 
Bobby Kim, 
Liat Goodson"
tt0015777,Easy Money,1925,Romance,"Bud Parsons fails in an attempt to steal a wallet from a well-dressed man, but the man takes him to a club and offers him a chance to make some easy money. He must pretend to be the son of ...                See full summary »",Albert S. Rogell,"Cullen Landis, 
Mildred Harris, 
Mary Carr, 
Crauford Kent"
tt2934122,Washed,2014,Thriller,"After years of searching for his missing girlfriend, Eric meets a mysterious girl who claims to have the answers to her disappearance.",David Hefner,"Ry Cook, 
Sienna Beckman, 
Travis Hammer, 
Ariel Romeo Davis"
tt13247670,Takeda kunoichi ninpo den chiyome,2015,History,Add a Plot,,
tt10431826,Pull-Out Couch,,Horror,A emotionally abused wife turns the tables on her abusive husband when she traps him inside a pull-out couch.,Marcus Ako,
tt2085976,Unspoken Words,2014,Action,"Born into the world as an orphan, Dante Jordan has all odds against him. His life was destined for despair, living in a group home with an abusive foster mother. Dante had a dream that ...                See full summary »",Henderson Maddox,"Robin Givens, 
Lisa Nanette Allender, 
Gregory Alan Williams, 
Thomas Mikal Ford"
tt0020823,The Devil's Holiday,1930,Romance,"A savvy city girl is hired to sugar an earnest farm boy into a business deal, but loses her heart.",Edmund Goulding,"Nancy Carroll, 
Phillips Holmes, 
James Kirkwood, 
Hobart Bosworth"
tt22440524,Sanctity,,Fantasy,Add a Plot,Brogan McMorrow,"Aiden Mckenzie, 
Brogan McMorrow, 
Shayan Murray, 
Christopher McKay"
tt0173943,Jilting Joe,1998,Romance,"Joe and Olivia are childhood sweethearts, about to embark on their wedding day. But, the so-called happiest day of their lives is over faster than they anticipated. Olivia doesn't quite ...                See full summary »",Dan Zeff,"Geraldine Somerville, 
James Purefoy, 
Patricia Hodge, 
Benjamin Whitrow"
tt26345644,Devil's Heir: The Beginning,,Thriller,Plot is under wraps and will be released at a later date.,,
tt13281598,Starting Fresh,,Thriller,2 friends in rocky marriages drunkenly plan ways to murder their significant others. It's all a big joke until someone's found dead. The friends are on the run trying to clear their names even as suspicion starts to rise between each other,,
tt0027007,Skull and Crown,1935,Action,Rin-Tin-Tin brings the killer of his mistress to justice.,Elmer Clifton,"Rin Tin Tin Jr., 
Regis Toomey, 
Jack Mulhall, 
Molly O'Day"
tt18500962,Trapped,2022,Family,Add a Plot,Joan Montreuil,
tt0107946,Ren rou tian fu luo,1993,Crime,"A woman commits several grisly murders. A few days later, she's arrested by the police and tells in flashbacks which events lead her to commit those crimes.",Chi-Fan Lin,"Bonnie Fu, 
Kwong-Leung Wong, 
San Yip, 
Ka Wah Lam"
tt16301204,De ukjente,,Action,Add a Plot,Tomas Simonsen,
tt0311284,Hitters,2002,Crime,A respected civic leader is caught between two rival underworld crime families on the verge of war.,Eric Weston,"Robert Davi, 
Costas Mandylor, 
Joey DePinto, 
Richard C. Sarafian"
tt10404346,Wooparoo Adventure,2019,Family,"Once upon a time, there was a war between the ancient hero Wooparoos and the evil Wooparoos. After a long war, the ancient hero Wooparoos sealed the evil bosses and even themselves in a ...                See full summary »","Kim Yool, 
Shin Ha-kyun, 
Park So-dam, 
Choi Woo-sik",
tt14949278,The Almighty Sword II-The Truth of Indefectibility,,Action,Add a Plot,,
tt0208233,Ja tu rzadze,1939,Romance,Add a Plot,Mieczyslaw Krawicz,"Zbigniew Rakowiecki, 
Ina Benita, 
Jerzy Bielenia, 
Zygmunt Chmielewski"
tt1744826,Au cas où je n'aurais pas la palme d'or,2011,Biography,"Since his directorial debut 10 years ago, Simon, a forty something filmmaker, nowadays spends more time shooting the breeze than shooting films. Following a silly bet he makes with an actor...                See full summary »",Renaud Cohen,"Renaud Cohen, 
Emmanuel Salinger, 
Frédéric Pierrot, 
Julie Gayet"
tt5224012,Kiss and Cry,2017,Family,"A romantic drama based on the story of Carley Allison, a promising 18-year-old figure skater and singer who made medical history in her fight against a rare 1-in-3.5 billion type of sarcoma.",Sean Cisterna,"Sarah Fisher, 
Luke Bilyk, 
Chantal Kreviazuk, 
Sergio Di Zio"
tt0301666,Ninas Geschichte,2002,Mystery,Add a Plot,Joseph Orr,"Henriette Heinze, 
Simon Schwarz, 
Julia Bremermann, 
Henning Peker"
tt0202663,Vozvrashchenie Olmetsa,1985,Action,Add a Plot,Irakli Kvirikadze,
tt2009521,Mawali No.1,2002,Action,"Watch the full movie, Mawali No. 1, only on Eros Now. Mawali No. 1 is a 2004 Indian Hindi film, directed by Leela V Prasad and produced by K C Bokadia. The film stars Mithun Chakraborty, ...                See full summary »",Leela Prasad,"Sadashiv Amrapurkar, 
Ranjeet Bedi, 
Mithun Chakraborty, 
Indraja"
tt18259936,Revenge Never Dies,,Horror,Add a Plot,Jonathan Martin,Emily Ashby
tt0008036,The Gunfighter,1917,Romance,"Cliff Hudspeth, the leader of a band of outlaws in Arizona, has won his place by the killing of notorious gun-bullies. At their headquarters, in the Gila Mountains, in consultation with ""...                See full summary »",William S. Hart,"William S. Hart, 
Margery Wilson, 
Roy Laidlaw, 
Joseph J. Dowling"
tt0197019,A Matter of Conscience,1973,Thriller,"A neurosurgeon finds himself caught in the middle of a long-standing conspiracy when someone abducts the president of the Greek Petrol Company. Now, his life is at stake. But, can he ignore the clear voice of conscience?",Petros Lykas,"Nikos Kourkoulos, 
Betty Arvaniti, 
Zoras Tsapelis, 
Hristos Daktylidis"
tt0076781,Mag Wheels,1978,Action,"Cool van-driving stud Steve gets the hots for Anita, who's the new girl in town. However, this doesn't go over well with Steve's bitchy and jealous girlfriend Donna, who sets Steve up by ...                See full summary »",Bethel Buckalew,"John Laughlin, 
Shelly Horner, 
Phoebe Schmidt, 
Verkina Flower"
tt9362930,Blue Beetle,2023,Sci-Fi,A Mexican teenager finds an alien beetle that gives him superpowered armor.,Angel Manuel Soto,"Harvey Guillén, 
Susan Sarandon, 
Raoul Max Trujillo, 
Xolo Maridueña"
tt0041243,Chicago Deadline,1949,Film-Noir,"On Chicago's South Side reporter Ed Adams finds the body of a dead girl. Her address book leads to a host of names of men frightened by her death but claiming never to have known her. Adams comes to know quite a lot, dangerously so.",Lewis Allen,"Alan Ladd, 
Donna Reed, 
June Havoc, 
Irene Hervey"
tt12572972,Il maledetto,2022,Crime,A small time bandit climbs the mob's hierarchies up to the top but succumbs to his unlimited ambitions's madness.,Giulio Base,"Ileana D'Ambra, 
Nicola Nocella, 
Roberto Negri, 
Cinzia Clemente"
tt0423435,Ulryeogo naega watdeonga,1960,Romance,A woman becomes depressed when the man she loves chooses her rival for his heart to be his wife. She consoles herself with the fact that they still live in the same city and she may have the opportunity to steal him away from his wife,Hwa-lang Kim,"Jin Kyu Kim, 
Kum-Bong Do, 
Bong Choi"
tt0156687,Kappert 3: Willkommen Europa,1995,Crime,Add a Plot,Holger Schott,"Holger Schott, 
Sven Teichmann, 
Nevil Pierse, 
Tobias Scholz"
tt8523292,Winter Flies,2018,Adventure,"Two mischievous adolescent boys embark on a journey of imaginative misadventure and coming-of-age self-discovery, in Olmo Omerzu's road-trip comedy celebrating the need to indulge the ...                See full summary »",Olmo Omerzu,"Tomás Mrvík, 
Jan Frantisek Uher, 
Eliska Krenková, 
Zdenek Mucha"
tt0066371,Shinjuku outlaw: Buttobase,1970,Crime,Add a Plot,Toshiya Fujita,"Tetsuya Watari, 
Yoshio Harada, 
Meiko Kaji, 
Tsuneya Oki"
tt0330111,The Calcium Kid,2004,Sports,"Following a bizarre series of events, Jimmy, a local amateur boxer, finds himself pitted in a match against the world champion.",Alex De Rakoff,"Mark Heap, 
Michael Lerner, 
Michael Peña, 
Julian Zapata"
tt5118914,7 Pillars,,Sports,"Former NBA all star Nasir ""Speedy"" Sheppard gets his ultimate second chance in life that changes his life forever.","Aaron Quick Nelson, 
Mike Duffau",
tt0024223,Kiss of Araby,1933,Adventure,"While the commander of the British Army in Arabia, Major J. W. Courtney, is out in the desert chasing marauding tribesmen, his wife carries on an affair with Captain Randall. Courtney ...                See full summary »",Phil Rosen,"Maria Alba, 
Walter Byron, 
Claire Windsor, 
Theodore von Eltz"
tt0780622,Teeth,2007,Fantasy,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",Mitchell Lichtenstein,"Jess Weixler, 
John Hensley, 
Josh Pais, 
Hale Appleman"
tt13375148,Finney the Talking Whale,,Adventure,"A film about the power of love, family, and commitment and how all species are citizens of the Earth, Sun, and Stars to protect one another -Our World- and grow together",,
tt0093405,Leonard Part 6,1987,Action,Secret Agent Leonard Parker (Bill Cosby) is called out of retirement to save the world from evil genius Medusa Johnson (Gloria Foster).,Paul Weiland,"Bill Cosby, 
Tom Courtenay, 
Joe Don Baker, 
Moses Gunn"
tt8670874,American Rust,,Action,Plot kept under wraps.,Fritz Böhm,Donald Ribarchak
tt0212599,Walt Disney's Cartoon Carousel,1975,Animation,Add a Plot,"Jack Hannah, 
Jack King, 
Jack Kinney, 
Riley Thomson","Thelma Boardman, 
Pinto Colvig, 
Dessie Flynn, 
James MacDonald"
tt5307698,Bigfoot Vs. Zombies,2016,Sci-Fi,"A scientist creates a toxic cocktail that slowly leaks into the local population, creating flesh-eating zombies - and only one creature of legend can stop the growing hordes of the undead.",Mark Polonia,"Jeff Kirkendall, 
Danielle Donahue, 
Dave Fife, 
James Carolus"
tt0044552,Diplomatic Courier,1952,Film-Noir,A US State Department courier tangles with Soviet agents and seductive women in post WW2 Europe.,Henry Hathaway,"Tyrone Power, 
Patricia Neal, 
Stephen McNally, 
Hildegard Knef"
tt0051638,From the Earth to the Moon,1958,Adventure,"In 1868, American inventor Victor Barbicane develops a powerful military explosive that he also uses as fuel for a moon-bound rocket manned by himself and a motley crew.",Byron Haskin,"Joseph Cotten, 
George Sanders, 
Debra Paget, 
Don Dubbins"
tt0075759,Mavri Afroditi,1977,Thriller,Six American special agents are sent to an idyllic Greek island to disrupt the operation of an international operation of illegal arms deals and African based terrorists. Three agents are killed - so their team has an infiltrated enemy.,Pavlos Filippou,"Ajita Wilson, 
Annik Borel, 
A.T. Savallas, 
Haris Tryfonas"
tt4939066,Battle for Incheon: Operation Chromite,2016,War,A team of spies is sent into Incheon to gain intelligence on North Korean positions ahead of the invasion by UN forces.,John H. Lee,"Liam Neeson, 
Lee Jung-jae, 
Beom-su Lee, 
Se-Yeon Jin"
tt0358061,Raja Harishchandra,1952,History,"Raja Harishchandra, Ayodhya's King, is destined to give up everything, including his wife, children, and kingdom, to follow the path of Dharma.",Raman B. Desai,"Prem Adib, 
Sumitra Devi, 
Bipin Gupta, 
Maruti"
tt0121259,The Unwritten Law,1985,Crime,"A low-class prostitute is being framed to murder a young, rich businessman.",See-Yuen Ng,"Andy Lau, 
Deannie Ip, 
Kit Ying Lam, 
Yau-Hau Chan"
tt4895910,Idyll,2015,Thriller,"After a night of carousing, the amateur photo model Zina heads for a fashion shoot in the nature, accompanied by the ambitious Mia, apathetic Dragica and snobby photographer Blitcz. On the ...                See full summary »",Tomaz Gorkic,"Nina Ivanisin, 
Lotos Sparovec, 
Nika Rozman, 
Sebastian Cavazza"
tt0043950,¿Qué te ha dado esa mujer?,1951,Romance,Pedro and Luis are now friends but their friendship becomes tarnished by alleged love triangles.,Ismael Rodríguez,"Pedro Infante, 
Luis Aguilar, 
Rosita Arenas, 
Gloria Mange"
tt0326746,Baba,2002,Fantasy,"Baba is an atheist who always questions the existence of a higher power. But when a turn of events bestows him with divine powers, he uses the opportunity to help other people.",Suresh Krishna,"Rajinikanth, 
Goundamani, 
Manisha Koirala, 
M.N. Nambiar"
tt0085180,L'Argent,1983,Crime,A forged 500-franc note is passed from person to person until carelessness leads to tragedy.,Robert Bresson,"Christian Patey, 
Sylvie Van den Elsen, 
Michel Briguet, 
Vincent Risterucci"
tt17065864,The Dark Magician,,Thriller,"Spirits temp Victoria Kelly to uphold a dark family legacy and become ""The Magician"" in wake of unthinkable tragedy. Orion uncovers a supernatural plot to free an ancient evil and tries to stop it.",Robert G. Hoff,"Heather LeCon, 
Robert G. Hoff, 
Angelina Dwyer, 
Ramo Bordon"
tt1792543,The Reunion,2011,Action,"4 half siblings stand to inherit $3,000,000 each from their dad, if they work together as family for 2 years. 3 of them go to Mexico as bounty hunters to get a bail-jumper, who's connected to the kidnapping of a billionaire.",Michael Pavone,"John Cena, 
Ethan Embry, 
Amy Smart, 
Michael Rispoli"
tt0140312,Killing Time,1998,Thriller,"After the mobster who murdered his partner is acquitted, semicorrupt detective Robert Bryant hires a beautiful female assassin, Maria, to kill him. When he discovers that he cannot afford ...                See full summary »",Bharat Nalluri,"Craig Fairbrass, 
Nigel Leach, 
Kendra Torgan, 
Peter Harding"
tt0202446,Sucker Groom,1962,Romance,"Two idiosyncratic friends compete for the attention of the neighbourhood's poor but charming seamstress. Unexpectedly, a winning lottery ticket fires the imagination of the ambitious Casanovas; however, should they build their hopes up?",Kostas Karagiannis,"Vasilis Avlonitis, 
Nikos Stavridis, 
Giannis Gionakis, 
Mirka Kalatzopoulou"
tt0091510,Dream Lovers,1986,Fantasy,"Without having met, a famous orchestra conductor and a beautiful woman seem destined to be together. They see one another's faces in their dreams, reflected in mirrors, and in crowded streets before finally meeting in person.",Tony Au,"Chow Yun-Fat, 
Brigitte Lin, 
Cher Yeung, 
Man-Lei Wong"
tt3339376,Skeletons in the Closet,2018,Horror,"""Skeletons in the Closet"" is the titular late-night, horror anthology television series featuring The Widow and her dead husband, Charlie.","B.A. Lewandowski, 
Tony Wash, 
Robert Patrick Stern","Willy Adkins, 
Elyse Ahmad, 
Ellie Church, 
Renee Domenz"
tt0048791,The Virgin Queen,1955,Romance,Sir Walter Raleigh (Richard Todd) overcomes court intrigue to win favor with Queen Elizabeth I (Bette Davis) in order to get financing for a proposed voyage to the New World.,Henry Koster,"Bette Davis, 
Richard Todd, 
Joan Collins, 
Jay Robinson"
tt6467288,No More Lonely People,2017,Romance,Your soulmate is decided on your 23rd birthday. Sam and Dianna are two people who fell in love outside the system. When the system confirms that they're not soulmates. Sam teams with Reporter Alexa to fight for the love of his life.,Orlando Joubert Jr.,"Jeff Ayars, 
Simone Policano, 
Graeme Thomas King, 
Kelvin Grullon"
tt0367261,Zoj bil ijuar,1961,Romance,Add a Plot,Isa Karamah,"Ismail Yassin, 
Zahrat El-Ula, 
Hassan Fayek, 
Nagwa Fouad"
tt23869318,The Adventure Mania,2021,Fantasy,"So, Matthew Littlemore and the characters got friends at home. Yoshi get kidnapped by Shredder. Matthew and Characters going to save Yoshi.","Chris Miller, 
Dane Anderson","Melissa Altro, 
Ashleigh Ball, 
Jordan Ballard, 
Kathleen Barr"
tt0132166,Foot Path,1953,Crime,"To get rich quickly, a Journalist becomes a black-marketeer.",Zia Sarhadi,"Dilip Kumar, 
Meena Kumari, 
Ramesh Thapar, 
Anwar Hussain"
tt10228134,Jolt,2021,Action,A bouncer with a slightly murderous anger-management problem that she controls with the help of an electrode-lined vest she uses to shock herself back to normalcy whenever she gets homicidal.,Tanya Wexler,"Kate Beckinsale, 
Jai Courtney, 
Stanley Tucci, 
Bobby Cannavale"
tt0113624,Leapin' Leprechauns!,1995,Family,A man tries to build a theme park on top of land that's secretly the home to friendly Leprechauns.,Ted Nicolaou,"Andrew Smith, 
John Bluthal, 
Ray Bright, 
Jeremy Levine"
tt2602970,A Sea of Green,2014,Action,"From writer/director Myster DL comes a story about Philip Waters. Struggling to make ends meat Philip decides to turn to old habits and sell an exclusive strain of marijuana known as ""The Grim Reefer""........from seed to ash.",Myster DL,"B-Real, 
Mike Cann, 
Eric Bobo Correa, 
Sen D.O.G."
tt18259724,Leyenda,,Horror,"A supernaturally-gifted woman must summon her inherent powers to combat a five-hundred year old curse come to life as her friends unwittingly resurrect a vengeful zombie from the ancient, Aztec civilization.",Gerardo Ibarra,
tt0486678,Witches,,Thriller,A young soldier recruits a witch hunter and other unusual people to help him rescue his love from a warlock.,Angela Robinson,
tt6967610,Tes'aah,2015,Thriller,Add a Plot,Ihab Radhi,"Hassan Eid, 
Ibrahim El Samman, 
Eman El Shouky, 
Moustafa Mansour"
tt6912362,Replicant Terminus,,Sci-Fi,"It is now 2050-Your world, on earth/Terra. The year is 2050, The 4th world war ended 20 years ago, 2030, and humanity is now under the control of the 'mind of terra' one world government ...                See full summary »","Gregory Coots, 
Gregory A.N. Coots","Samantha Simmons, 
Chad Michael Brown, 
David Casiano, 
Marla Kalin"
tt0034275,The Hard-Boiled Canary,1941,Romance,A young girl fresh out of reform school who is singing in a burlesque show is offered a scholarship to a famous music camp by the camp's owner. She must overcome the suspicions of the other students in order to prove herself.,Andrew L. Stone,"Allan Jones, 
Susanna Foster, 
Margaret Lindsay, 
Lynne Overman"
tt0327601,Cuenta saldada,2000,Action,Add a Plot,"Alejandro Todd, 
J. Luis Maldonado","Gerardo Albarrán, 
Luis Gatica, 
Jaime Fernández, 
Patricia Muñoz"
tt21440890,Vigilantes: Out for Justice,,Action,Add a Plot,DeLeon Alexander II,
tt4635460,Tunka Pyar Da,1989,Romance,Add a Plot,Anil Pandit,"Daljeet Kaur Khangura, 
Surinder Walia, 
Surinder Shinda, 
Tina Ghai"
tt0051957,La mujer y la bestia,1959,Horror,A kind nurse turns into a dangerous prostitute at night who murders men.,Alfonso Corona Blake,"Ana Luisa Peluffo, 
Carlos Cores, 
Rubén Rojo, 
Fanny Schiller"
tt22478010,Chuk i Gek. Bolshoye priklyucheniye,2022,Family,"Two friendly but mischievous brothers Chuck and Huck live with their loving mother and miss their father, who works far in the north. Deciding to meet the upcoming New Year together at all ...                See full summary »",Aleksandr Kott,"Andrey Andreev, 
Natalya Kolyakanova, 
Igor Pismennyy, 
Aleksandr Samoylenko"
tt26597292,Kept,IV,Horror,A filmmaker is held prisoner until he fulfills the wishes of a twisted killer.,Ty Jones,
tt1802533,Then the Night Comes,2018,Thriller,"When a murder spree breaks out, Sheriff Hagan suspects that Julie, one victim's daughter, may know more than she's letting on. His investigation leads to a series of red herrings and ...                See full summary »",Matt Spease,"Holly Petty, 
Miracle Davis, 
Rick Vyper, 
Brandon Ferguson"
tt0294535,Don't Look Back!,2003,Thriller,"Uncle Max is a hard-edged, softhearted owner of the popular roadside diner, where young English girl, Juliet, works to pay for her travelling plans. A typical evening at the diner is ...                See full summary »",Nicholas A.J. Sherard,"Kevin Howarth, 
Stephen Marcus, 
Charlotte Rogers, 
Oliver Tobias"
tt2394099,Young Rebels,1989,Action,One man (Jon Greene) against the drug cartel.,Amir Shervan,"Jon Greene, 
Tadashi Yamashita, 
Robert Z'Dar, 
Aldo Ray"
tt2158855,Täältä tulee Myyrä,2011,Animation,Feature film compiled from the animated short films of Krtek the Mole from 1963-1975.,Zdenek Miler,
tt2691040,Jinkusu!!!,2013,Romance,"South Korean exchange student Yoon Ji-ho tries to make love bloom between her uptight classmate Kaede and Yusuke, a very shy boy she's infatuated with since middle school.",Naoto Kumazawa,"Hyomin, 
Kurumi Shimizu, 
Kento Yamazaki, 
Su-kyeong Jeon"
tt0042262,Blonde Dynamite,1950,Family,"With Louie away, Slip turns the Sweet Shop into an escort service that attracts the attention of bank robbers.",William Beaudine,"Leo Gorcey, 
Huntz Hall, 
Adele Jergens, 
Gabriel Dell"
tt7830724,Mystic Chords,2017,Mystery,"A suffering husband grapples with the decision to use illegal technology to delete the memory of his wife's murder, while a relentless young woman pursues the dangerous criminal who botched her father's memory erasure procedure.","Walter Bender, 
Charles Leeper","Hobbes Bender, 
Zoey Bucior, 
Matt Bucior, 
Tyler Hopkins"
tt3633118,Guardianes de Oz,2015,Adventure,"Ozzy, a caring winged monkey, seeks help from the ""Champions of Oz"", Tin Woodman, Cowardly Lion, and Scarecrow, in order to stop the evil plans from the wicked Evilene.",Alberto Mar,"Jordan Ancel, 
Dino Andrade, 
Raymundo Armijo, 
Lourdes Arruti"
tt0023150,The Lost Special,1932,Adventure,"A lady reporter and two college students search for the ""Gold Special,"" a train that disappeared without a trace.",Henry MacRae,"Frank Albertson, 
Ernie Nevers, 
Cecilia Parker, 
Francis Ford"
tt0107027,Godzilla vs. Mechagodzilla II,1993,Action,"The United Nations assembles the ultimate weapon to defeat Godzilla, while scientists discover a fresh pteranodon egg on a remote Japanese island.","Takao Okawara, 
Kazuki Ômori","Masahiro Takashima, 
Ryoko Sano, 
Megumi Odaka, 
Yûsuke Kawazu"
